StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed consent,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,distractor_1,distractor_2,distractor_3,distractor_4,distractor_5,distractor_6,distractor_7,distractor_8,distractor_9,distractor_10,distractor_11,distractor_12,distractor_13,distractor_14,distractor_15,recall9,recall10,recall11,recall12,recall13,recall14,recall15,recall16,recall1,recall2,recall3,recall4,recall5,recall6,recall7,recall8,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,gender,race,age,SC0,Condition
2018-12-03 17:32:09,2018-12-03 17:39:06,IP Address,100,416,True,2018-12-03 17:39:06,R_88JI47VVcmOfcQN,anonymous,EN,Yes,0,0,20.041,0,0,0,20.005,0,0,0,20.108,0,0,0,20.009,0,0,0,20.11,0,0,0,20.007,0,0,0,20.106,0,0,0,20.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penguin,Elephant,Fish,Tiger,Lion,Cat,Dog,Eagle,Finch,Falcon,Antelope,Giraffe,Camel,Octopus,Crab,,,,,,,,,White1True,EastAsian2,White2True,EastAsian2True,White3True,White4True,EastAsian1,EastAsian4True,2,3,4,1,1,3,5,Male,White,26,6,1
2018-12-03 17:31:02,2018-12-03 17:39:06,IP Address,100,483,True,2018-12-03 17:39:06,R_2SGZx0nqKpYQT5F,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.109,0,0,0,20.009,0,0,0,20.109,0,0,0,20.009,0,0,0,20.008,0,0,0,20.006,0,0,0,20.006,0,0,0,20.007,0,elephant,cow,deer,steer,platypus,crow,dog,cat,rabbit,mouse,harpie eagle,blue whale,killer shark,Gorilla,Zebra,EastAsian4,EastAsian1True,WhiteInfect2True,EastAsian2True,WhiteInfect4,WhiteInfect4True,EastAsian4,EastAsian4True,,,,,,,,,4,4,5,1,2,1,5,Male,White,40,5,2
2018-12-03 17:32:01,2018-12-03 17:39:07,IP Address,100,425,True,2018-12-03 17:39:08,R_1l6mCffsOAmIzIA,anonymous,EN,Yes,6.049,12.792,20.008,2,3.382,16.987,20.007,3,13.155,13.155,20.067,1,5.055,5.055,20.006,1,5.778,15.026,20.138,2,4.754,13.914,20.005,2,6.751,14.07,20.042,2,5.592,14.127,20.007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cat,dog,horse,rabbit,whale,bird,hyena,rhinocerous,elephant,armadillo,fox,chipmunk,zebra,porcupine,kangaroo,,,,,,,,,White1True,East Asian1True,White2True,EastAsian2True,White3True,White4True,EastAsian3True,EastAsian4True,3,2,2,1,2,2,4,Male,White,42,8,1
2018-12-03 17:31:15,2018-12-03 17:39:08,IP Address,100,472,True,2018-12-03 17:39:08,R_1Hi3uhwUWbDs2mP,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48,8.48,20.008,1,6.661,6.661,20.008,1,2.289,2.289,20.106,1,0,0,20.007,0,3.443,3.443,20.006,1,0,0,20.007,0,0,0,20.108,0,0,0,20.106,0,Tiger,Lion,Panther,Elephant,Alligator,Giraffe,Rhinoceros,Hippopotamus,Crocodile,Puma,Cheetah,Hyena,Gorilla,Gazelle,Elk,WhiteInfect1True,EastAsian3,EastAsian2,EastAsian4,WhiteInfect4,WhiteInfect3,EastAsian1,WhiteInfect4,,,,,,,,,3,1,3,2,2,1,3,Female,White,28,1,2
2018-12-03 17:32:36,2018-12-03 17:39:08,IP Address,100,391,True,2018-12-03 17:39:08,R_2SqPPKkFN6XLEZc,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234,12.803,20.106,4,1.888,8.056,20.006,5,0.788,5.251,20.006,3,1.079,14.299,20.007,5,1.248,5.259,20.006,3,1.668,7.285,20.006,3,0.891,5.444,20.006,5,0.665,4.875,20.107,5,Bird,Cat,Dog,Fish,Deer,Monkey,Lizard,Reptile,gerbil,ferret,mouse,giraffe,rhino,elephant,tiger,WhiteInfect1True,EastAsian3,WhiteInfect4,WhiteInfect3,EastAsian2,WhiteInfect2,EastAsian1,WhiteInfect1,,,,,,,,,4,5,5,5,5,2,6 Extremely disgusting,Female,White,23,1,2
2018-12-03 17:31:52,2018-12-03 17:39:11,IP Address,100,439,True,2018-12-03 17:39:12,R_2wBjvWwEAOFchzl,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.019,0,0,0,20.019,0,0,0,20.009,0,0,0,20.111,0,0,0,20.01,0,0,0,20.01,0,0,0,20.114,0,0,0,20.007,0,dog,cat,cow,horse,deer,crow,elk,moose,bear,beaver,owl,chicken,sheep,mouse,rat,WhiteInfect1True,WhiteInfect4,EastAsian2,EastAsian2True,WhiteInfect4,WhiteInfect2,EastAsian3True,EastAsian4True,,,,,,,,,4,2,3,5,4,5,6 Extremely disgusting,Male,White,31,4,2
2018-12-03 17:32:16,2018-12-03 17:39:14,IP Address,100,417,True,2018-12-03 17:39:14,R_3JgXLczaddlkprP,anonymous,EN,Yes,0,0,20.006,0,0,0,20.111,0,0,0,20.005,0,0,0,20.007,0,0,0,20.006,0,0,0,20.008,0,0,0,20.005,0,0,0,20.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chimpanzee,giraffe,ostrich,pigeon,trout,salamander,elephant,horse,turtle,fox,leopard,eagle,cobra,wolf,polar bear,,,,,,,,,White1True,East Asian1True,White3,EastAsian2True,EastAsian3,White4True,White2,EastAsian4True,5,3,3,4,5,6 Extremely disgusting,6 Extremely disgusting,Male,White,35,5,1
2018-12-03 17:30:51,2018-12-03 17:39:16,IP Address,100,504,True,2018-12-03 17:39:16,R_302FQH1eNdVJOyF,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.934,17.756,20.006,2,2.423,5.116,20.007,2,3.733,8.442,20.008,2,1.29,9.767,20.007,2,1.911,7.448,20.007,3,2.178,19.825,20.01,3,7.413,15.248,20.007,4,1.568,6.35,20.008,3,pig,horse,cow,dog,cat,rabbit,dolphin,chicken,turkey,goat,monkey,lion,tiger,elephant,giraffe,WhiteInfect2,WhiteInfect3,EastAsian4,EastAsian2True,WhiteInfect3True,WhiteInfect4True,EastAsian2,EastAsian4True,,,,,,,,,4,4,4,4,4,4,5,Female,White,55,4,2
2018-12-03 17:30:51,2018-12-03 17:39:17,IP Address,100,505,True,2018-12-03 17:39:17,R_2P7t5QBboNXmLgO,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.11,0,0,0,20.115,0,0,0,20.014,0,0,0,20.107,0,0,0,20.113,0,0,0,20.112,0,0,0,20.115,0,0,0,20.01,0,cat,dog,snake,lion,elephant,tiger,bear,rabbit,mouse,squirrel,rat,wolf,polar bear,penguin,red panda,WhiteInfect1True,EastAsian2,EastAsian3,EastAsian3,WhiteInfect4,EastAsian4,EastAsian4,WhiteInfect2,,,,,,,,,3,3,3,3,4,3,3,Female,White,53,1,2
2018-12-03 17:30:55,2018-12-03 17:39:20,IP Address,100,505,True,2018-12-03 17:39:20,R_3HG1ubZtfwnwGSl,anonymous,EN,Yes,0,0,20.925,0,0,0,21.6,0,0,0,21.936,0,0,0,21.864,0,0,0,20.907,0,0,0,20.051,0,0,0,20.008,0,0,0,21.128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cat,Dog,Bear,Lion,Cheetah,Coyote,Mink,Linx,Bobcat,Parrot,Eagle,Fox,Wolf,Butterfly,Whale,,,,,,,,,White1True,East Asian1True,White3,EastAsian2True,EastAsian3,White4True,White2,EastAsian1,6 Extremely disgusting,5,5,6 Extremely disgusting,3,4,6 Extremely disgusting,Male,White,25,4,1
2018-12-03 17:32:05,2018-12-03 17:39:22,IP Address,100,436,True,2018-12-03 17:39:22,R_1oC1Z81u6DO3rTz,anonymous,EN,Yes,13.555,13.555,20.01,1,2.529,2.529,20.01,1,2.08,2.08,20.009,1,4.4,12.869,20.111,2,4.322,4.322,20.009,1,1.743,1.743,20.009,1,0,0,20.106,0,14.677,14.677,20.107,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horse,Whale,Pig,Goat,Dog,Cat,"Hamster ","Raccoon ",Deer,Antelope,Elephant,Zebra,Giraffe,Cow,Fox,,,,,,,,,White1True,East Asian1True,EastAsian2,EastAsian2True,EastAsian4,White4True,EastAsian3True,White3,5,5,4,5,5,5,6 Extremely disgusting,Female,White,41,5,1
2018-12-03 17:32:01,2018-12-03 17:39:24,IP Address,100,442,True,2018-12-03 17:39:24,R_249H5Q2LtGb8xZD,anonymous,EN,Yes,3.801,15.729,20.009,3,3.087,15.864,20.007,4,5.009,14.962,20.109,2,3.066,12.766,20.107,2,11.483,11.483,20.008,1,3.158,17.601,20.02,2,1.769,1.769,20.106,1,3.319,3.319,20.008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dog,"Cat ",Racoon,Tiger,Lion,Zebra,"Cow ",Horse,Pig,Fox,Leopard,Panda,Cheetah,Giraffe,Rooster,,,,,,,,,White1True,White3,White4,EastAsian2True,EastAsian1,White4True,EastAsian3True,EastAsian3,2,1,2,5,4,6 Extremely disgusting,2,Female,White,42,4,1
2018-12-03 17:32:08,2018-12-03 17:39:27,IP Address,100,439,True,2018-12-03 17:39:28,R_Ao1xk5Nn4EtzX0Z,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.412,0,18.592,18.592,20.01,1,1.108,1.108,21.683,1,12.556,12.556,21.03,1,1.182,1.182,26.465,1,0,0,21.767,0,0,0,24.554,0,15.319,15.319,21.888,1,cat,dog,tiger,lion,rhino,zebra,horse,mosue,rat,alligator,crocodile,whale,salmon,bass,shark,WhiteInfect4,WhiteInfect4,EastAsian3,WhiteInfect4,WhiteInfect2,WhiteInfect1,WhiteInfect2,EastAsian1,,,,,,,,,5,6 Extremely disgusting,3,5,5,6 Extremely disgusting,5,Male,White,33,0,2
2018-12-03 17:33:52,2018-12-03 17:39:28,IP Address,100,335,True,2018-12-03 17:39:28,R_1JCtoUUpHfRhrbi,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55,17.55,20.006,1,0,0,20.008,0,5.819,19.823,20.008,2,13.139,13.139,20.007,1,17.668,17.668,20.006,1,0.791,12.206,20.107,2,2.253,2.253,20.108,1,1.635,12.019,20.007,2,cAT,DOG,BIRD,LION,TIGER,BEAR,DEER,ELK,MOOSE,RABBIT,FOX,COYOTE,SQUIRRELL,ZEBRA,HORSE,WhiteInfect1True,EastAsian4,WhiteInfect1,EastAsian2True,EastAsian1,WhiteInfect2,WhiteInfect4,EastAsian3,,,,,,,,,4,5,5,6 Extremely disgusting,4,3,6 Extremely disgusting,Male,White,44,2,2
2018-12-03 17:32:02,2018-12-03 17:39:30,IP Address,100,448,True,2018-12-03 17:39:31,R_3kESGqRYdfdtE8k,anonymous,EN,Yes,4.111,4.111,20.11,1,2.854,2.854,20.009,1,2.892,2.892,20.109,1,3.189,3.189,20.028,1,2.668,2.668,20.109,1,2.803,2.803,20.012,1,3.94,3.94,20.109,1,1.196,1.196,20.121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,cat,lamb,goat,tiger,lion,elephant,fish,bird,monkey,giraffe,deer,antelope,rabbit,rat,,,,,,,,,White1True,EastAsian3,EastAsian1,EastAsian4,White3True,White4True,White2,EastAsian4True,3,3,3,3,3,3,3,Female,White,59,4,1
2018-12-03 17:32:12,2018-12-03 17:39:32,IP Address,100,440,True,2018-12-03 17:39:33,R_2fIeKFCpGQkSN2V,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.015,0,2.299,2.938,20.112,2,0,0,20.017,0,0.875,0.875,20.109,1,0.839,0.839,20.112,1,0,0,20.013,0,0,0,20.112,0,17.739,18.484,20.062,3,cat,dog,tiger,haena,lion,hipo,monkey,donkey,ape,rat,mouse,cow,goat,horse,elephant,WhiteInfect1True,EastAsian2,WhiteInfect2True,EastAsian4,WhiteInfect2,WhiteInfect3,EastAsian3True,WhiteInfect4,,,,,,,,,3,4,2,2,3,2,2,Male,Asian,40,3,2
2018-12-03 17:30:53,2018-12-03 17:39:33,IP Address,100,520,True,2018-12-03 17:39:34,R_2b1NI6dLnE6DEgd,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.011,0,0,0,20.006,0,0,0,20.107,0,0,0,20.108,0,0,0,20.106,0,0,0,20.008,0,0,0,20.107,0,0,0,20.108,0,parrots,golden retriever,tiger,lions,lizards,panda bear,grizzly bear,polar bear,crocodile,great white shark,orca,blue whale,whale shark,baluga,manatee,WhiteInfect1True,EastAsian1True,WhiteInfect2True,EastAsian2True,WhiteInfect3True,WhiteInfect4True,EastAsian3True,EastAsian4True,,,,,,,,,3,1,2,1,4,3,2,Male,White,34,8,2
2018-12-03 17:32:48,2018-12-03 17:39:34,IP Address,100,406,True,2018-12-03 17:39:35,R_2wS5b8bsOOK0EMO,anonymous,EN,Yes,0,0,20.009,0,3.718,3.718,20.011,1,2.102,2.102,20.109,1,2.702,2.702,20.01,1,3.147,3.147,20.01,1,3.518,10.375,20.107,2,2.97,2.97,20.109,1,3.408,3.408,20.009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,tiger,lion,cat,wolf,rat,snake,gerbil,monkey,hippo,rhinoceros,gecko,alligator,jaguar,leopard,,,,,,,,,White1True,East Asian1True,White4,EastAsian2True,White3True,White2,EastAsian3True,EastAsian4True,5,4,4,2,3,2,5,Male,White,37,6,1
2018-12-03 17:31:47,2018-12-03 17:39:35,IP Address,100,467,True,2018-12-03 17:39:35,R_27Wji6rguJKsAE6,anonymous,EN,Yes,3.488,3.488,20.115,1,4.071,4.071,20.122,1,1.29,4.6,20.11,2,4.111,14.603,20.011,2,1.328,3.748,20.009,2,4.878,4.878,20.113,1,3.817,3.817,20.011,1,1.449,3.433,20.111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aardvark,Monkey,Horse,Cow,Pig,Dog,Cat,mouse,whale,dolphin,bear,tiger,lion,moose,deer,,,,,,,,,White1True,East Asian1True,EastAsian2,EastAsian4,White3True,EastAsian2,White4,White2,5,3,2,3,1,1,2,Male,White,39,3,1
2018-12-03 17:31:59,2018-12-03 17:39:36,IP Address,100,456,True,2018-12-03 17:39:36,R_3RpWOg6P3Lh0Dkh,anonymous,EN,Yes,0,0,20.109,0,0,0,20.008,0,0,0,20.111,0,0,0,20.008,0,0,0,20.007,0,0,0,20.006,0,0,0,20.11,0,0,0,20.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lion,eagle,elephant,panther,wolf,hippo,panda,tiger,shark,grizzly,snake,hawk,whale,mongoose,crocodile,,,,,,,,,White1True,East Asian1True,White2True,White3,White4,White4True,EastAsian4,EastAsian2,2,4,6 Extremely disgusting,2,5,2,6 Extremely disgusting,Male,Black or African American,30,4,1
2018-12-03 17:31:01,2018-12-03 17:39:36,IP Address,100,514,True,2018-12-03 17:39:36,R_2R81gqyCK19VVm8,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.106,0,6.333,6.333,20.005,1,0,0,20.108,0,0,0,21.262,0,0,0,20.007,0,0,0,21.019,0,0,0,21.221,0,0,0,20.006,0,cat,dog,lizard,frog,leopard,panther,wolf,salamander,monkey,lion,"cheetah ",panda,raccoon,whale,shark,WhiteInfect1True,EastAsian1True,WhiteInfect2True,EastAsian2True,WhiteInfect4,EastAsian4,EastAsian2,WhiteInfect4,,,,,,,,,5,3,4,4,4,5,4,Male,White,25,4,2
2018-12-03 17:30:39,2018-12-03 17:39:37,IP Address,100,538,True,2018-12-03 17:39:38,R_Ca9cwft77TKttzr,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.764,13.155,20.161,3,6.691,11.555,20.049,3,5.93,13.538,20.032,5,5.225,10.969,20.028,4,5.614,13.527,20.074,4,5.066,13.345,20.077,4,5.136,10.903,20.261,4,4.579,10.443,21.702,4,DOG,CAT,TIGER,LION,FROG,MONKEY,ELEGHPANT,SNAKE,FISH,WOLF,EAGLE,SEA LION,DEER,BEAR,COW,EastAsian4,EastAsian3,WhiteInfect4,WhiteInfect3,EastAsian2,WhiteInfect2,EastAsian1,WhiteInfect1,,,,,,,,,3,4,5,4,3,4,4,Male,Asian,30,0,2
2018-12-03 17:30:51,2018-12-03 17:39:38,IP Address,100,526,True,2018-12-03 17:39:38,R_29s7173A6hRBvbK,anonymous,EN,Yes,0,0,20.122,0,0,0,20.123,0,0,0,20.006,0,0,0,20.192,0,0,0,20.008,0,0,0,20.111,0,0,0,20.007,0,0,0,20.215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feline,canine,homo sapian,mamillion,equine,bovine,swine,bear,moose,hare,rodent,ape,monkey,squirl,marsupial,,,,,,,,,EastAsian3,EastAsian2,EastAsian4,EastAsian2True,White4,White2,White1,White3,5,6 Extremely disgusting,4,3,4,4,6 Extremely disgusting,Male,White,51,1,1
2018-12-03 17:31:41,2018-12-03 17:39:38,IP Address,100,477,True,2018-12-03 17:39:39,R_1H0GmO0n8XkbLD9,anonymous,EN,Yes,0,0,20.012,0,0,0,20.009,0,3.052,3.052,20.115,1,0,0,20.12,0,0,0,20.018,0,0,0,20.059,0,0,0,20.118,0,5.415,5.415,21.358,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,deer,rabbit,tiger,lion,rat,cat,elephant,horse,monkey,donkey,fox,cow,panda,bear,,,,,,,,,East Asian4,White2,EastAsian2,White3,EastAsian2,White1,White1,White2,5,6 Extremely disgusting,4,5,6 Extremely disgusting,5,6 Extremely disgusting,Female,Asian,23,0,1
2018-12-03 17:32:02,2018-12-03 17:39:47,IP Address,100,465,True,2018-12-03 17:39:47,R_3gZS6p8xBx9b0Rl,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.108,0,0,0,20.12,0,0,0,21.892,0,0,0,21.485,0,0,0,20.026,0,0,0,20.077,0,0,0,20.182,0,0,0,20.023,0,BEARCAT,REDPANDA,KING COBRA,MOUNTAIN GOAT,RUNNINGKANGAROO,KILLER WHALE,HONEY BADGER,MANTIS SHRIMP," AMERICAN BUFFALO",FLYING LEMUR,MANED WOLF,HORNY TOAD,KOALA BEAR,MOUNTAIN CHICKEN,BLACK MONKEY,WhiteInfect3,EastAsian3,WhiteInfect4,WhiteInfect3,EastAsian4,EastAsian2,EastAsian4,WhiteInfect4,,,,,,,,,3,4,5,4,3,4,3,Female,Asian,31,0,2
2018-12-03 17:33:32,2018-12-03 17:39:49,IP Address,100,377,True,2018-12-03 17:39:50,R_29prr6UuaWXELwQ,anonymous,EN,Yes,0,0,20.007,0,0,0,20.107,0,0,0,20.007,0,0,0,20.006,0,0,0,20.007,0,0,0,20.106,0,0,0,20.107,0,0,0,20.107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheetah,tiger,caracal,African wild dog,red panda,giant panda,sea otter,river otter,fisher,wolverine,raccoon,squirrel,cat,dog,ostrich,,,,,,,,,White1True,EastAsian3,White2True,EastAsian2True,White3True,White4True,EastAsian1,EastAsian1,2,3,2,4,2,4,2,Female,White,26,5,1
2018-12-03 17:32:17,2018-12-03 17:39:50,IP Address,100,452,True,2018-12-03 17:39:51,R_3G1zU66JB7ek2f1,anonymous,EN,Yes,0,0,20.006,0,0,0,20.007,0,0,0,20.007,0,0,0,20.006,0,0,0,20.006,0,0,0,20.006,0,0,0,20.106,0,0,0,20.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,cat,skunk,squirrel,snake,alligator,"mouse ",rat,horse,cow,monkey,ape,zebra,seal,lion,,,,,,,,,White1True,East Asian1True,White2True,EastAsian2True,EastAsian4,White4True,White4,EastAsian4True,5,4,5,1,5,4,5,Male,White,52,6,1
2018-12-03 17:31:59,2018-12-03 17:39:51,IP Address,100,472,True,2018-12-03 17:39:51,R_1dL8XHPj0nvmm6M,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.142,0,0,0,20.026,0,0,0,20.117,0,0,0,20.131,0,0,0,20.093,0,0,0,20.117,0,0,0,20.127,0,2.397,2.397,20.094,1,cheetah,tiger,leopard,lion,elephant,cow,dog,cat,pig,goat,deer,monkey,wolf,fox,jaguar,WhiteInfect1True,EastAsian1True,WhiteInfect2True,EastAsian2True,WhiteInfect3True,WhiteInfect4True,EastAsian3True,EastAsian4True,,,,,,,,,6 Extremely disgusting,1,1,4,6 Extremely disgusting,3,4,Female,Asian,34,8,2
2018-12-03 17:30:45,2018-12-03 17:39:56,IP Address,100,551,True,2018-12-03 17:39:56,R_2TTSneXifBoEyWW,anonymous,EN,Yes,10.265,19.978,20.042,6,5.94,18.452,20.007,14,5.234,15.126,20.074,12,0.136,19.61,20.106,30,1.51,19.446,20.259,13,6.671,19.59,20.06,14,4.044,7.847,20.04,3,7,19.901,20.007,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,horse,"cat ",pig,rabbit,ant,donky,bear,camel,cow,elephant,goat,giraffe,fox,gorilla,,,,,,,,,EastAsian2,EastAsian3,EastAsian4,White4,White3True,EastAsian4,White1,White2,4,5,6 Extremely disgusting,5,6 Extremely disgusting,5,6 Extremely disgusting,Male,Black or African American,31,1,1
2018-12-03 17:31:04,2018-12-03 17:39:59,IP Address,100,535,True,2018-12-03 17:39:59,R_3O2jQp3DmpPXMLn,anonymous,EN,Yes,1.048,17.488,20.11,3,3.81,9.783,20.115,2,5.336,9.742,20.014,2,10.117,10.117,20.124,1,3.902,14.576,20.012,3,0,0,20.013,0,10.4,10.4,20.014,1,19.139,19.139,20.115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zebra,Cat,Dog,Fish,Leopard,Gorilla,Rat,Hamster,Pig,Llama,Whale,Walrus,Bird,Goat,Boar,,,,,,,,,White1True,EastAsian3,EastAsian3,EastAsian2True,White3True,White4True,EastAsian3True,EastAsian4True,6 Extremely disgusting,3,4,5,5,0 Not at all disgusting,3,Female,White,34,6,1
2018-12-03 17:31:10,2018-12-03 17:40:00,IP Address,100,530,True,2018-12-03 17:40:01,R_3O2HwYU0pLwfWOx,anonymous,EN,Yes,0,0,20.005,0,0,0,20.005,0,0,0,20.05,0,0,0,20.106,0,0,0,20.005,0,0,0,20.092,0,3.069,3.069,20.105,1,0,0,20.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lion,horse,wolf,dog,"cat ",bear,cougar,coala,panda,moose,jaguar,bobcat,bison,donkey,eagle,,,,,,,,,East Asian4,White1,EastAsian2,White4,EastAsian2,White4True,White1,White3,6 Extremely disgusting,4,5,6 Extremely disgusting,3,4,6 Extremely disgusting,Male,White,34,1,1
2018-12-03 17:31:29,2018-12-03 17:40:02,IP Address,100,513,True,2018-12-03 17:40:03,R_3PmLoM8kM6Qwx2X,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.168,0,3.36,9.391,20.23,3,2.585,3.222,20.468,2,0,0,20.072,0,4.458,19.746,20.077,3,0.7,14.924,21.784,4,1.276,4.139,21.16,8,0,0,20.014,0,dog,elepant,pig,cat,rat,monkey,lion,tiger,deer,beer,panto,frag,camale,fox,rabbit,EastAsian1,WhiteInfect2,WhiteInfect4,EastAsian4,EastAsian2,WhiteInfect2,EastAsian3True,WhiteInfect1,,,,,,,,,5,4,5,4,5,4,5,Male,Asian,26,1,2
2018-12-03 17:31:20,2018-12-03 17:40:09,IP Address,100,528,True,2018-12-03 17:40:09,R_32XwmVIViHxHWlY,anonymous,EN,Yes,12.221,12.685,21.737,2,0,0,20.11,0,0,0,20.113,0,0,0,20.112,0,0,0,20.008,0,0,0,20.112,0,0,0,20.008,0,0,0,20.215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog,tiger,cat,beer,rabit,panda,monkey,rat,eliphant,donky,lion,fox,red panda,king cobra,eel,,,,,,,,,White1True,White2,White3,EastAsian4,White2,White4True,White1,EastAsian1,5,3,5,5,6 Extremely disgusting,4,5,Female,Asian,24,2,1
2018-12-03 17:31:52,2018-12-03 17:40:09,IP Address,100,497,True,2018-12-03 17:40:09,R_1DINnwUktN3jEAm,anonymous,EN,Yes,0.777,16.583,20.018,3,0.28,17.675,20.114,5,0.823,9.278,20.111,4,0.86,15.419,20.021,2,13.339,13.339,20.121,1,0.163,2.381,20.02,2,0.677,13.968,20.113,3,0.864,0.864,20.013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bird,Fish,Lizard,"Primate ","Dolphins "," Cats",Dogs,Bears,Turtles,Sharks,Bees,Frogs,"Rabbits ",Whale," Crab",,,,,,,,,White1True,White2,White2True,EastAsian2True,White3True,White4True,EastAsian3True,EastAsian4True,6 Extremely disgusting,6 Extremely disgusting,5,5,5,5,6 Extremely disgusting,Male,Black or African American,36,7,1
2018-12-03 17:33:00,2018-12-03 17:40:09,IP Address,100,428,True,2018-12-03 17:40:10,R_2RQbeGpAHrhSp6a,anonymous,EN,Yes,0,0,20.11,0,0,0,20.108,0,0,0,20.109,0,0,0,20.111,0,0,0,20.007,0,0,0,20.111,0,0,0,20.111,0,0,0,20.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elephant,deer,elk,moose,lion,tiger,bears,fox,wolf,coyote,hyena,jackal,dingo,"blue whale ",gerbil,,,,,,,,,White1True,East Asian1True,White3,White3,White2,White4True,EastAsian4,EastAsian2,4,3,2,0 Not at all disgusting,1,1,5,Male,White,28,3,1
2018-12-03 17:31:57,2018-12-03 17:40:24,IP Address,100,507,True,2018-12-03 17:40:24,R_3CO5uZ4LQGTqPXw,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.008,0,0,0,20.006,0,0,0,20.108,0,0,0,20.008,0,0,0,20.007,0,0,0,20.008,0,0,0,20.108,0,0,0,20.008,0,dog,cat,elephant,chicken,deer,cow,mouse,bird,fish,horse,pig,moose,duck,monkey,zebra,WhiteInfect1True,EastAsian1True,WhiteInfect3,EastAsian4,WhiteInfect2,WhiteInfect3,WhiteInfect4,WhiteInfect4,,,,,,,,,5,4,3,5,5,6 Extremely disgusting,5,Female,White,51,2,2
